open,high,low,close,volume,tr,atr_14,atr_5,atr_20,atr_pct,roc_5,roc_10,roc_20,ema_9,ema_9_slope,ema_20,ema_20_slope,ema_50,ema_50_slope,ema_200,ema_200_slope,price_to_ema20,price_to_ema50,hour,minute,day_of_week,is_asian,is_london,is_ny,is_overlap,candle_size,candle_body,candle_body_ratio,upper_wick,lower_wick,volatility_5,volatility_20,atr_ratio,momentum_5,momentum_10,rsi_14,macd,macd_signal,macd_hist,bb_upper,bb_lower,bb_width,bb_position,stoch_k,stoch_d,volume_ma_20,volume_ratio,close_lag_1,roc_5_lag_1,close_lag_2,roc_5_lag_2,close_lag_3,roc_5_lag_3,close_lag_5,roc_5_lag_5,asian_high,asian_low,asian_range,distance_from_asian_high,distance_from_asian_low,close_lag_10,atr_14_lag_1,atr_14_lag_2,atr_14_lag_3,atr_14_lag_5,atr_14_lag_10,roc_5_lag_10,volatility_5_lag_1,volatility_5_lag_2,volatility_5_lag_3,volatility_5_lag_5,volatility_5_lag_10,return_mean_5,return_std_5,return_skew_5,atr_mean_5,atr_std_5,range_mean_5,return_mean_10,return_std_10,return_skew_10,atr_mean_10,atr_std_10,range_mean_10,return_mean_20,return_std_20,return_skew_20,atr_mean_20,atr_std_20,range_mean_20,return_mean_50,return_std_50,return_skew_50,atr_mean_50,atr_std_50,range_mean_50,atr_roc_interaction,high_vol_regime,trend_strength,ema_distance_atr,atr,roc,adx,target,signal_type,pnl_r
4003.300048828125,4006.5,4001.0,4001.89990234375,871,5.5,4.607107979910714,4.939990234375,4.8849609375,0.11512301887442308,-0.11481586562461,-0.20448854424588306,-0.46015322976242135,4006.8210949656354,-3.7485484269568587,4009.749527988433,-2.845106016625323,4014.4074279003994,-1.9623388226318639,4036.8568467919044,-1.6009635005907512,-0.19576349070912635,-0.31156592302319047,8,25,1,0,True,0,0,5.5,1.400146484375,0.2545720880681818,3.199951171875,0.89990234375,0.058765932803178544,0.061329434357892045,0.8900434062502548,-4.60009765625,-8.2001953125,31.405108752673428,-2.9223542423228537,-2.0492540523016727,-0.873100190021181,4021.412788209513,4000.9572069076744,0.5099635472881207,0.04608499862044363,6.382241922637393,23.68209682487222,648.65,1.342788869189856,4003.5,-0.11975273232173206,4008.199951171875,-0.04239385553942117,4008.0,-0.12708623089736992,4006.5,-0.08977575543199331,4055.39990234375,4002.5,52.89990234375,-53.5,-0.60009765625,4010.10009765625,4.578526088169643,4.471383231026786,4.549944196428571,4.892804827008929,5.114240373883929,-0.047355492117397806,0.05916358842376657,0.0329846300627519,0.044197948290651774,0.054657879379506495,0.052255312929697324,-0.00022959905427242245,0.0005876593280317855,-1.2928008508013589,4.538525390625,0.05860089290958908,4.939990234375,-0.00020454778511923565,0.0005356867985699204,-0.3962306333177556,4.764240373883928,0.24734611710977902,4.5499755859375,-0.00023040229514959543,0.0006132943435789204,-0.16568195840423613,4.897823660714286,0.285595877536478,4.86995849609375,-4.166154719905668e-05,0.000748415491576804,0.8018969405908271,5.1762733677455355,0.4937406812482606,5.001982421875,-0.528969090739497,0,-1.0110246888671348,-1.7004721785715713,4.607107979910714,-0.11481586562461,22.087168392678507,1,LONG,2.0
4001.5,4006.0,4000.10009765625,4001.199951171875,1947,5.89990234375,4.699968610491071,5.57998046875,4.9549560546875,0.11746397750291235,-0.13727007430120558,-0.23935617680704266,-0.5591868248885464,4005.6968662068834,-4.098838741565487,4008.935282577332,-3.097953062660963,4013.889487636536,-2.101070633508698,4036.5020518106107,-1.639759883669285,-0.1929522643848749,-0.316140653691316,8,30,1,0,True,0,0,5.89990234375,0.300048828125,0.05085657535380286,4.5,1.099853515625,0.05692393863564992,0.05617123314736526,0.9120104104847138,-5.5,-9.60009765625,27.91646321614583,-3.2359638400484982,-2.286596009851038,-0.9493678301974602,4019.403175987663,4000.7168191295245,0.4659869645221034,0.02585480123376991,7.332356770833333,10.440097678411473,734.3,2.651504834536293,4001.89990234375,-0.11481586562461,4003.5,-0.11975273232173206,4008.199951171875,-0.04239385553942117,4006.699951171875,-0.10222642880060714,4055.39990234375,4002.5,52.89990234375,-54.199951171875,-1.300048828125,4010.800048828125,4.607107979910714,4.578526088169643,4.471383231026786,4.485665457589286,5.021379743303571,-0.0024895539169813505,0.058765932803178544,0.05916358842376657,0.0329846300627519,0.052895308120822535,0.052253539915424044,-0.0002745613366900379,0.0005692393863564992,-1.0754032292267937,4.581386021205357,0.08339788823864268,5.57998046875,-0.0002394929626077902,0.0005193582870560907,-0.23603580255054982,4.732099260602679,0.23053093489162935,4.7999755859375,-0.00028018883174437683,0.0005617123314736526,-0.302642246386275,4.9117501395089285,0.26735157935784143,4.93995361328125,-5.114398764414663e-05,0.0007470106571167835,0.8439594244083947,5.15341552734375,0.4886803712096248,5.0159814453125,-0.6451650403754433,0,-1.0540932226963062,-1.6426505256055282,4.699968610491071,-0.13727007430120558,23.666597281950967,1,LONG,2.0
4048.5,4054.0,4047.60009765625,4053.800048828125,1299,6.39990234375,6.292829241071429,6.5599609375,6.2099853515625,0.15523284733519513,0.35400541720819406,0.518241141373946,0.2944196237386913,4044.826741370154,7.371159576855462,4042.1701018841914,3.595003804425687,4039.033534290158,1.8423686897517655,4037.332894067563,0.5047879677886158,0.2877154263872403,0.36559524481794353,14,30,1,0,False,1,1,6.39990234375,5.300048828125,0.8281452658884566,0.199951171875,0.89990234375,0.0908894054517233,0.11897514680497279,1.271358359610337,14.300048828125,20.900146484375,67.04783783406731,1.991841588357147,0.22819506401887624,1.7636465243382706,4052.4473241899186,4027.702675810081,0.6124799262349734,1.054667361501431,99.22798484248628,90.35839254132577,812.1,1.5995567048393056,4048.800048828125,0.10879602884534471,4048.699951171875,0.42165836262340634,4041.300048828125,0.19586816769109208,4039.5,0.16365637174417108,4055.39990234375,4002.5,52.89990234375,-1.599853515625,51.300048828125,4032.89990234375,6.292829241071429,6.257114955357143,5.999982561383929,6.107142857142857,5.178571428571429,-0.21526611001284612,0.11737780633593242,0.17404471661842041,0.17120840264510578,0.16639078611234495,0.10732642119266649,0.0007073406140167382,0.000908894054517233,-0.10138855457186118,6.165694754464285,0.15853726150027497,6.539990234375,0.0005177725772207431,0.001279673200310127,0.9099036793022057,5.839986746651785,0.501232152773247,6.6699951171875,0.0001476762491467609,0.0011897514680497278,0.7344413994186875,5.094637625558036,0.9105424842994281,6.2,7.997459933129392e-05,0.0008822098386010981,0.8499360571199972,4.949689592633929,0.7996683607145417,5.0919873046875,2.2276956409054143,1,0.49843519883899745,1.8534442376488451,6.292829241071429,0.35400541720819406,23.367930564955966,0,SHORT,-1.0
4053.89990234375,4068.199951171875,4053.300048828125,4065.5,3972,14.89990234375,7.042829241071429,8.419921875,6.6599853515625,0.17323402388565806,0.5565174375463764,0.815848374424021,0.6561029957910374,4048.9613930961236,10.39692766148437,4044.39199694284,5.395479632575189,4040.0714349062305,2.652471878388951,4037.6131637783337,0.7236457989552036,0.5219079424822264,0.6294087989154507,14,35,1,0,False,1,1,14.89990234375,11.60009765625,0.7785351466491889,2.699951171875,0.599853515625,0.13426163099497473,0.13178178884602254,1.4158136963842034,22.5,32.89990234375,77.26545091824669,3.5915592608753286,0.9008679033901668,2.6906913574851616,4058.1788458786164,4024.621154121384,0.8303481901626301,1.2181662008921024,93.26693008785442,91.33036633897483,975.85,4.070297689194036,4053.800048828125,0.35400541720819406,4048.800048828125,0.10879602884534471,4048.699951171875,0.42165836262340634,4043.0,0.25789570232353143,4055.39990234375,4002.5,52.89990234375,10.10009765625,63.0,4032.60009765625,6.292829241071429,6.292829241071429,6.257114955357143,5.9857177734375,5.200003487723214,-0.08176131141368792,0.0908894054517233,0.11737780633593242,0.17404471661842041,0.16601959530081276,0.09242717884822207,0.00111128559816267,0.0013426163099497473,0.18754102379543483,6.377117047991073,0.3917947536757794,8.399951171875,0.0008138234289167712,0.0014575593776292753,0.4476288026558195,6.024269321986607,0.5733676208464266,7.889990234375,0.000327857698912859,0.0013178178884602255,0.6230286556409125,5.265351213727678,0.9407684900515768,6.65,0.00015354834143220143,0.0009580938018349082,0.9733033187023441,4.974403948102679,0.8445446329729462,5.3199853515625,3.9194572823177625,1,0.6134696566847371,3.0127334733430207,7.042829241071429,0.5565174375463764,25.785729990807354,0,SHORT,-1.0
4065.39990234375,4066.0,4061.800048828125,4063.0,1441,4.199951171875,6.992832728794643,8.379931640625,6.50498046875,0.17211008439071235,0.5369547153067102,0.7338746063600045,0.4623779379893807,4051.769114476899,12.657532363562495,4046.1641877101883,6.948286445841859,4040.9705943216727,3.3994318506829586,4037.865769113873,0.9323652554021464,0.41609315659875395,0.5451513482746637,14,40,1,0,False,1,1,4.199951171875,2.39990234375,0.5714119630297041,0.60009765625,1.199951171875,0.13996843187635374,0.13124991212348716,1.3998532272583417,21.699951171875,29.60009765625,72.51277321926295,4.604539667995141,1.6416022563111616,2.9629374116839795,4061.6818658537345,4022.988129263453,0.9572125173606536,1.034065827248035,87.03249334851354,93.1758027596181,1011.7,1.4243352772561035,4065.5,0.5565174375463764,4053.800048828125,0.35400541720819406,4048.800048828125,0.10879602884534471,4041.300048828125,0.19586816769109208,4055.39990234375,4002.5,52.89990234375,7.60009765625,60.5,4033.39990234375,7.042829241071429,6.292829241071429,6.292829241071429,5.999982561383929,5.05712890625,0.02479912767130984,0.13426163099497473,0.0908894054517233,0.11737780633593242,0.17120840264510578,0.08404127491005788,0.0010723930484923371,0.0013996843187635375,0.06899430660283412,6.575687081473214,0.4042702077957693,8.3599609375,0.0007324969037404983,0.0015171861936367356,0.49140835896369967,6.2178397042410705,0.536119122139312,7.989990234375,0.00023150026923306476,0.0013124991212348717,0.8294694021382386,5.419278390066965,0.9597371898674111,6.4949951171875,0.00015265163390474346,0.0009588056195158964,0.9722536055806872,4.9954042271205354,0.8813684060421701,5.303984375,3.754834507077373,1,0.7427023625389734,2.417598934262145,6.992832728794643,0.5369547153067102,28.030829457669356,0,SHORT,-1.0
4063.199951171875,4069.199951171875,4061.5,4068.699951171875,1604,7.699951171875,7.149972098214286,7.999951171875,6.67996826171875,0.1757311225703664,0.4939857297701477,0.9177270245332961,0.5958525672189519,4055.1552818158943,14.126025890849633,4048.3104508970155,8.191306784332937,4042.0580200805043,4.05043452320524,4038.1725768955444,1.1220929643031923,0.5036545621233586,0.659117977995775,14,45,1,0,False,1,1,7.699951171875,5.5,0.7142902438251054,0.5,1.699951171875,0.13540159637450938,0.1337506818723602,1.4255210716760955,20.0,37.0,74.2089506113225,5.800408859158324,2.4733635768805944,3.3270452822777297,4066.199349585864,4020.880630882886,1.120768406209115,1.0551781175103367,98.78345065193501,93.02762469610099,1069.9,1.4992055332274044,4063.0,0.5369547153067102,4065.5,0.5565174375463764,4053.800048828125,0.35400541720819406,4048.699951171875,0.42165836262340634,4055.39990234375,4002.5,52.89990234375,13.300048828125,66.199951171875,4031.699951171875,6.992832728794643,7.042829241071429,6.292829241071429,6.257114955357143,5.142839704241071,-0.11396817879249499,0.13996843187635374,0.13426163099497473,0.0908894054517233,0.17404471661842041,0.06745685618763675,0.0009867575428837761,0.0013540159637450938,0.3257305615661412,6.754258510044643,0.42503350134134005,7.999951171875,0.0009149329818532448,0.00147202241638627,0.15067024422583572,6.418552943638393,0.45912975330284794,8.2199951171875,0.0002979353539508289,0.001337506818723602,0.6574744866810054,5.584276471819196,0.9594138985001813,6.66998291015625,0.00016930107210175738,0.0009733260175443768,0.919299183315328,5.015690220424108,0.9190176448397063,5.3599853515625,3.531984184772578,1,0.8744692609461655,2.8660521526099325,7.149972098214286,0.4939857297701477,30.350673591568636,0,SHORT,-1.0
4068.699951171875,4070.39990234375,4066.39990234375,4069.300048828125,1695,4.0,6.971400669642857,7.43994140625,6.57996826171875,0.17131694851674742,0.5063228549884421,0.6156697429931506,0.7451994954475376,4057.9842352183405,15.400820712679433,4050.3094602237875,9.363563281062852,4043.126334933352,4.695515522294954,4038.482302984426,1.3149079596832962,0.4688675961882737,0.647363246323202,14,50,1,0,False,1,1,4.0,0.60009765625,0.1500244140625,1.099853515625,2.300048828125,0.13331617265921986,0.12821716947197698,1.3814980009872382,20.5,24.900146484375,81.05848189548502,6.719112923285138,3.322513446161503,3.396599477123635,4070.3362046376524,4019.753785596723,1.2504785262460096,0.9795154951231384,97.39986147985687,94.40526849343514,1127.7,1.5030593242883745,4068.699951171875,0.4939857297701477,4063.0,0.5369547153067102,4065.5,0.5565174375463764,4048.800048828125,0.10879602884534471,4055.39990234375,4002.5,52.89990234375,13.900146484375,66.800048828125,4044.39990234375,7.149972098214286,6.992832728794643,7.042829241071429,6.292829241071429,6.064278738839286,0.1560091264492543,0.13540159637450938,0.13996843187635374,0.13426163099497473,0.11737780633593242,0.16818021528566238,0.00101131111222319,0.0013331617265921985,0.30177359720428565,6.889972795758927,0.34086500976377937,7.43994140625,0.0006146797180038521,0.0012558071841515244,0.34350070823562734,6.50926513671875,0.47082015315347947,6.9999755859375,0.00037206740011397896,0.0012821716947197697,0.6741146148352329,5.73570295061384,0.9250982280561942,6.56998291015625,0.00015886658104067753,0.000970650216336227,0.9576134800761572,5.046261858258929,0.9581094421039098,5.3219873046875,3.5297794903219084,1,1.0303704565015797,2.7368430283617773,6.971400669642857,0.5063228549884421,32.58981442085157,0,SHORT,-1.0
4069.300048828125,4070.800048828125,4065.199951171875,4065.300048828125,1668,5.60009765625,7.178553989955357,7.27998046875,6.544970703125,0.17658116015384073,0.28368444080818506,0.6386941163046169,0.5864002028706095,4059.447397940298,14.620656570143638,4051.7371353289623,9.567033444770914,4043.9958923409904,4.962358050832336,4038.749146226652,1.4162521590892538,0.3347431742523828,0.526809548137351,14,55,1,0,False,1,1,5.60009765625,4.0,0.7142732583485919,1.5,0.10009765625,0.1585292674990732,0.13158491974139086,1.4108462081770932,11.5,25.800048828125,76.24412667186563,7.043235903175628,4.066657937564329,2.976577965611299,4073.0181698532224,4019.4418154983405,1.3241055118434268,0.8559416534022884,87.1194232099669,94.4342451139196,1186.7,1.4055784949860959,4069.300048828125,0.5063228549884421,4068.699951171875,0.4939857297701477,4063.0,0.5369547153067102,4053.800048828125,0.35400541720819406,4055.39990234375,4002.5,52.89990234375,9.900146484375,62.800048828125,4039.5,6.971400669642857,7.149972098214286,6.992832728794643,6.292829241071429,6.107142857142857,0.16365637174417108,0.13331617265921986,0.13540159637450938,0.13996843187635374,0.0908894054517233,0.16639078611234495,0.0005677303472536366,0.001585292674990732,0.7934887558975071,7.067117745535714,0.09294196321759517,7.27998046875,0.0006375354806351874,0.0012204595053288733,0.4577388041777311,6.61640625,0.4906342391145018,6.9099853515625,0.00029320823162240495,0.0013158491974139086,0.7595450017436572,5.882844761439733,0.9078365619085018,6.5349853515625,0.00014416110892200517,0.0009824336204206571,0.9384784187756885,5.088119419642857,1.0044617295836016,5.3759912109375,2.0364440744518513,1,1.0783847274540057,1.8956901968519657,7.178553989955357,0.28368444080818506,34.30599062021362,0,SHORT,-1.0
4065.699951171875,4075.60009765625,4063.699951171875,4075.0,2727,11.900146484375,7.799996512276786,6.680029296875,6.81998291015625,0.19141095735648553,0.23367359488377812,0.7914914667326243,0.9688074184779355,4062.5579183522386,13.596525256115001,4053.9526462500135,9.560649307173662,4045.2117397001675,5.140304793937048,4039.1098512393223,1.4966874609885963,0.519181045922077,0.7363832159263037,15,0,1,0,False,1,1,11.900146484375,9.300048828125,0.7815070881972797,0.60009765625,2.0,0.14083378955393155,0.13309038361241082,1.5167148464322953,9.5,32.0,79.2136719312563,7.990698890838303,4.851466128219124,3.139232762619179,4077.396358890711,4018.9736362264766,1.443183122793751,0.9589824167476211,98.73663651315789,94.41864040099388,1299.55,2.0984186833904044,4065.300048828125,0.28368444080818506,4069.300048828125,0.5063228549884421,4068.699951171875,0.4939857297701477,4065.5,0.5565174375463764,4055.39990234375,4002.5,52.89990234375,19.60009765625,72.5,4043.0,7.178553989955357,6.971400669642857,7.149972098214286,7.042829241071429,5.9857177734375,0.25789570232353143,0.1585292674990732,0.13331617265921986,0.13540159637450938,0.13426163099497473,0.16601959530081276,0.00046770373585292013,0.0014083378955393156,0.5254635008519228,7.218551199776786,0.3377919974188463,6.680029296875,0.0007894946670077951,0.0013407970585006513,0.2255205889057314,6.797834123883929,0.5617882983622204,7.539990234375,0.0004830290598008824,0.0013309038361241081,0.6052824482005918,6.047487095424107,0.9431182762041468,6.80999755859375,0.00016165488864334777,0.0010145383865225635,0.9756425631218101,5.142691476004464,1.075167923216688,5.493994140625,1.822653225104648,1,1.1206295459348223,2.712389369408719,7.799996512276786,0.23367359488377812,36.269134422169415,1,SHORT,2.0
4074.89990234375,4075.89990234375,4070.800048828125,4071.800048828125,1739,5.099853515625,7.778564453125,6.860009765625,6.85498046875,0.19103503020399273,0.21658992931639182,0.754707634461446,0.9770892629343253,4064.406344447416,12.637229970516728,4055.6523988765002,9.488211166311885,4046.2544184894996,5.283824167826879,4039.435126837221,1.5693577233482756,0.3981517241491901,0.631340190124817,15,5,1,0,False,1,1,5.099853515625,3.099853515625,0.6078318732347169,1.0,1.0,0.14427136987087325,0.1326647205614948,1.4984776503919894,8.800048828125,30.5,77.579270463231,8.386684341640375,5.558509770903374,2.8281745707370014,4080.1868304053623,4020.123179360263,1.482996353786153,0.8603684352964153,90.9893329326923,92.28179755193905,1351.7,1.2865280757564548,4075.0,0.23367359488377812,4065.300048828125,0.28368444080818506,4069.300048828125,0.5063228549884421,4063.0,0.5369547153067102,4055.39990234375,4002.5,52.89990234375,16.400146484375,69.300048828125,4041.300048828125,7.799996512276786,7.178553989955357,6.971400669642857,6.992832728794643,5.999982561383929,0.19586816769109208,0.14083378955393155,0.1585292674990732,0.13331617265921986,0.13996843187635374,0.17120840264510578,0.0004336370201717843,0.0014427136987087326,0.5100153479514373,7.375697544642857,0.3858772088826194,6.860009765625,0.0007530150343320607,0.0013817130749675755,0.19275716414262423,6.975692313058036,0.5626706494662713,7.6099853515625,0.0004871266927796769,0.001326647205614948,0.6113906501264345,6.207486397879464,0.9521971853015345,6.84998779296875,0.00015881405341959808,0.0010170339372733092,0.9705861884310463,5.190977957589285,1.1377159388195717,5.4179931640625,1.6847587250853417,1,1.2081895629501471,2.0841817530744606,7.778564453125,0.21658992931639182,38.11377232502156,0,SHORT,-1.0
